test MCC		0.22819,	0.23842,	0.25275,	0.22508,	0.22888,	0.23018,	0.25693,	0.21796,	0.22787,	0.22542,	0.23205,	0.22728,	0.36110,	0.21736,	0.23002,	0.22102,	0.22767,	0.22367,	0.25129,	0.23166,
there thrived at the edge of the cliff an orchid .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an orchid thrived on the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there thrived on the mountain an orchid .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a cactus thrived at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there thrived at the edge of the cliff a cactus .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
a cactus thrived on the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there thrived on the mountain a cactus .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a tree thrived at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there thrived at the edge of the cliff a tree .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
a tree thrived on the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there thrived on the mountain a tree .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
several concerns remained in our minds .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there remained in our minds several concerns .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
some hope remained in our minds .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there remained in our minds some hope .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
several issues remained in our minds .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there remained in our minds several issues .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
some questions remained in our minds .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there remained in our minds some questions .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
several concerns persisted in our minds .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there persisted in our minds several concerns .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some hope persisted in our minds .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there persisted in our minds some hope .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
several issues persisted in our minds .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there persisted in our minds several issues .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some questions persisted in our minds .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there persisted in our minds some questions .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families dwelled at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled at the edge of the cliff two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
two families dwelled in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the house two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families dwelled in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the apartment two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families dwelled in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the town two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants dwelled at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled at the edge of the cliff a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants dwelled in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the house a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants dwelled in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the apartment a colony of ants .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants dwelled in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the town a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
some bats dwelled at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled at the edge of the cliff some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats dwelled in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the house some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats dwelled in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the apartment some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats dwelled in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the town some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group dwelled at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled at the edge of the cliff an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
an indigenous group dwelled in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the house an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
an indigenous group dwelled in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the apartment an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group dwelled in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dwelled in the town an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families lived at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived at the edge of the cliff two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families lived in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the house two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families lived in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the apartment two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families lived in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the town two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants lived at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived at the edge of the cliff a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants lived in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the house a colony of ants .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants lived in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the apartment a colony of ants .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants lived in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the town a colony of ants .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
some bats lived at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived at the edge of the cliff some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats lived in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the house some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats lived in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the apartment some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats lived in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the town some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group lived at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived at the edge of the cliff an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
an indigenous group lived in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the house an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
an indigenous group lived in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the apartment an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group lived in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there lived in the town an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families resided at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided at the edge of the cliff two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families resided in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the house two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families resided in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the apartment two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families resided in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the town two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants resided at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided at the edge of the cliff a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants resided in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the house a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants resided in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the apartment a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants resided in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the town a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
some bats resided at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided at the edge of the cliff some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats resided in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the house some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats resided in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the apartment some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats resided in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the town some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group resided at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided at the edge of the cliff an indigenous group .	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
an indigenous group resided in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the house an indigenous group .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
an indigenous group resided in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the apartment an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group resided in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there resided in the town an indigenous group .	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1
two families settled at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled at the edge of the cliff two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families settled in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the house two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families settled in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the apartment two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families settled in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the town two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants settled at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled at the edge of the cliff a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants settled in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the house a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants settled in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the apartment a colony of ants .	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0
a colony of ants settled in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the town a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
some bats settled at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled at the edge of the cliff some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats settled in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the house some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats settled in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the apartment some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats settled in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the town some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group settled at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled at the edge of the cliff an indigenous group .	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group settled in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the house an indigenous group .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
an indigenous group settled in the apartment .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
there settled in the apartment an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group settled in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there settled in the town an indigenous group .	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	1
two families coexisted at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted at the edge of the cliff two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families coexisted in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the house two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families coexisted in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the apartment two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two families coexisted in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the town two families .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants coexisted at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted at the edge of the cliff a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
a colony of ants coexisted in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the house a colony of ants .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
a colony of ants coexisted in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the apartment a colony of ants .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a colony of ants coexisted in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the town a colony of ants .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats coexisted at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted at the edge of the cliff some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats coexisted in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the house some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats coexisted in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the apartment some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
some bats coexisted in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the town some bats .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group coexisted at the edge of the cliff .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted at the edge of the cliff an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
an indigenous group coexisted in the house .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the house an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group coexisted in the apartment .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the apartment an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an indigenous group coexisted in the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there coexisted in the town an indigenous group .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy kneeled next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled next to the church a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy kneeled in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled in the plaza a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy kneeled on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled on the stoop a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue kneeled next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled next to the church a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue kneeled in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled in the plaza a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue kneeled on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled on the stoop a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog kneeled next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled next to the church a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog kneeled in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled in the plaza a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog kneeled on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled on the stoop a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow kneeled next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled next to the church a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow kneeled in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled in the plaza a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a sparrow kneeled on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there kneeled on the stoop a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy squatted next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted next to the church a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy squatted in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted in the plaza a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy squatted on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted on the stoop a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue squatted next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted next to the church a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue squatted in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted in the plaza a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue squatted on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted on the stoop a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog squatted next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted next to the church a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog squatted in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted in the plaza a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog squatted on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted on the stoop a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow squatted next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted next to the church a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow squatted in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted in the plaza a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow squatted on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there squatted on the stoop a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy stood next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood next to the church a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy stood in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood in the plaza a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy stood on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood on the stoop a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue stood next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood next to the church a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue stood in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood in the plaza a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue stood on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
